EventDate,EventType,EventComment,County,TenantCity,TenantState,TenantZipCode,CaseType,CaseNumber,EvictedDate,SourceDate,Year,EvictionYear
7/6/23,Petition - For Warrant of Restitution Filed,BRISTOL:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,51961,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,BRISTOL:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,51960,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,BRISTOL:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,51962,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,BRISTOL:,Baltimore,Lutherville,MD,21093,Failure to Pay Rent,51979,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,BRISTOL:,Baltimore,Lutherville,MD,21093,Failure to Pay Rent,51978,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Towson,MD,21204,Failure to Pay Rent,57200,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore,Baltimore,MD,21117,Breach of Lease,48762,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58206,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58205,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58207,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58208,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58209,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58210,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58211,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,OFFIT:,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,58212,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore,Baltimore,MD,21234,Failure to Pay Rent,74396,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Windsor Mill,MD,21244,Failure to Pay Rent,50576,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Windsor Mill,MD,21244,Failure to Pay Rent,50574,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53426,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53429,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53428,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53431,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53430,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53435,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53434,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53433,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53436,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53439,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53443,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53438,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53440,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53442,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53446,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53444,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53448,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53449,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53447,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53450,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53452,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53451,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53457,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53455,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53453,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53454,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53456,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21244,Failure to Pay Rent,53458,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75173,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,50346,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,50349,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50350,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50352,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50356,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50357,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50364,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50367,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,50368,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,50438,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51879,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51878,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51882,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51880,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51881,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51883,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51885,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51888,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51892,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51891,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51890,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51893,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51896,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51894,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,51895,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Nottingham,MD,21236,Failure to Pay Rent,51920,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75491,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,52515,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21221,Failure to Pay Rent,52539,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21237,Failure to Pay Rent,52543,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21237,Failure to Pay Rent,52544,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21237,Failure to Pay Rent,52547,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21237,Failure to Pay Rent,52546,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21237,Failure to Pay Rent,52548,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75542,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75541,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75543,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75544,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75545,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75546,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75548,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75547,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75549,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75551,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75552,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75550,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75595,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75598,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,75597,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,75601,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,75600,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75599,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75731,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75741,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75742,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75746,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75747,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75749,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75750,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75752,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75754,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75758,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75759,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,MD,21221,Failure to Pay Rent,75760,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,54441,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,75809,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Baltimore,MD,21222,Failure to Pay Rent,75874,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Dundalk,MD,21222,Failure to Pay Rent,75886,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,Cancelled/Paid,Baltimore,Owings Mills,MD,21117,Failure to Pay Rent,73958,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Owings Mills,MD,21117,Failure to Pay Rent,74123,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,Cancelled/Paid,Baltimore,Owings Mills,MD,21117,Failure to Pay Rent,74275,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,Cancelled/Paid,Baltimore,Owings Mills,MD,21117,Failure to Pay Rent,74278,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,MD,21204,Failure to Pay Rent,58593,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51474,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51483,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51475,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51482,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51484,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51485,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51491,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51492,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51497,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51498,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51503,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51508,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51506,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51511,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Windsor,MD,21244,Failure to Pay Rent,51514,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21204,Failure to Pay Rent,73119,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21286,Failure to Pay Rent,73196,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Baltimore,MD,21229,Failure to Pay Rent,73197,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21286,Failure to Pay Rent,73193,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21204,Failure to Pay Rent,73206,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21285,Failure to Pay Rent,73207,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21286,Failure to Pay Rent,73208,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21285,Failure to Pay Rent,73210,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21286,Failure to Pay Rent,73209,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Baltimore,MD,21239,Failure to Pay Rent,73287,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,MD,21286,Failure to Pay Rent,73279,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Baltimore,MD,21239,Failure to Pay Rent,73288,,7/23/23,2023,
7/6/23,Warrant of Restitution - Return of Service - Expired,,Baltimore,Idlewylde,MD,21239,Failure to Pay Rent,73285,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21224,Wrongful Detainer,536,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21213,Breach of Lease,322,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21212,Tenant Holding Over,285,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21213,Breach of Lease,404,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21215,Wrongful Detainer,592,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21224,Failure to Pay Rent,25393,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21224,Failure to Pay Rent,16637,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21225,Failure to Pay Rent,25394,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21216,Failure to Pay Rent,28797,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21206,Failure to Pay Rent,20681,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21224,Failure to Pay Rent,20867,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21215,Failure to Pay Rent,20868,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21201,Failure to Pay Rent,25430,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21211,Failure to Pay Rent,28811,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21212,Failure to Pay Rent,25409,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21234,Failure to Pay Rent,16938,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21216,Failure to Pay Rent,20668,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,24044,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,24045,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,24046,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,24047,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,24048,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21202,Failure to Pay Rent,23474,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21212,Failure to Pay Rent,28784,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21212,Failure to Pay Rent,28785,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21212,Failure to Pay Rent,17316,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28717,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28718,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28719,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28720,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28721,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28722,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28723,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28724,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28725,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28726,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28727,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28728,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28729,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28730,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28731,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28732,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28664,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28665,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28666,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28667,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28668,,7/23/23,2023,
7/6/23,Petition - For Warrant of Restitution Filed,,Baltimore City,Baltimore,MD,21239,Failure to Pay Rent,28669,,7/23/23,2023,
